,CFOP,NCM,cEAN,cEANTrib,cProd,indTot,qCom,qTrib,uCom,uTrib,vProd,vUnCom,vUnTrib,xProd,comb,CEST,nItemPed,indEscala,EXTIPI,xPed,vDesc,cBenef,nFCI,med,vOutro,vFrete,rastro
6487,5405,48181000,SEM GTIN,SEM GTIN,3502,1,1.0000,1.0000,FR,FR,56.80,56.8000000000,56.8000000000,PAPEL HIGIEN F DUPLA QUALITE CAMPIONE 30M C/64 ROLOS,0,2004300,0,0,0,0,0,0,0,0,0,0,0
6488,5405,48182000,SEM GTIN,SEM GTIN,1981,1,5.0000,5.0000,PT,PT,52.50,10.5000000000,10.5000000000,P TOALHA INTERF 100%CEL TULIPA C/1000 20X20 2D 20GR,0,2004500,0,0,0,0,0,0,0,0,0,0,0
6489,5101,34013000,7898458540994,7898458540994,093005NAT,1,200.0000,200.0000,GL,GL,2572.00,12.8600000000,12.8600000000,SABONETE LIQUIDO ERVA DOCE PROQUILL C/ 5 L,0,2003700,0,0,0,0,257.20,0,0,0,0,0,0
6490,5101,34013000,7898458542424,7898458542424,109005NAT,1,100.0000,100.0000,GL,GL,1820.00,18.2000000000,18.2000000000,SABONETE ESPUMA CEREJA E AVELA PROQUILL C/ 5 L,0,2003700,0,0,0,0,182.00,0,0,0,0,0,0
6491,5405,48181000,SEM GTIN,SEM GTIN,5000393,1,1920.0000,1920.0000,PC,PC,6912.00,3.6000000000,3.6000000000,PAPEL HIGIENICO FOLHA DUPLA 100% CEL. VIRGEM C/ 4 X 30 M CLARA - ST,0,2004300,0,0,0,0,0,0,0,0,0,0,0
6492,5102,39259090,7899682721210,7899682721210,5001060,1,35.0000,35.0000,UN,UN,1330.00,38.0000000000,38.0000000000,SABONETEIRA DOSADORA ESPUMA 800 ML COM RESERVATORIO,0,2805700,0,0,0,0,0,0,0,0,0,0,0
6493,5405,48182000,SEM GTIN,SEM GTIN,5001208,1,500.0000,500.0000,UN,UN,4450.00,8.9000000000,8.9000000000,PAPEL TOALHA 100% CEL VIRGEM 20 X 21 CM C/ 1000FLS PROQUILL - ST,0,2004500,0,0,0,0,0,0,0,0,0,0,0
6494,1949,84439932,0,0,50F0Z00DEF,1,1.0000,1.0000,UND,UND,185.48,185.4800000000,185.4800000000,UNIDADE DE IMAGEM PARA LEXMARK MX611/511/410/310/MS610/410/310/DEF,0,2101800,0,S,0,0,0,0,0,0,0,0,0
6495,1949,84439939,0,0,40X7645AST,1,1.0000,1.0000,UND,UND,7.97,7.9700000000,7.9700000000,BANDEJA PARA 250 FOLHAS INSERT LEXMARK MX310/511/611/CX510/410/AST,0,2101800,0,S,0,0,0,0,0,0,0,0,0
6496,6933,00000000,SEM GTIN,SEM GTIN,02,1,3.0000,3.0000,un,un,6720.00,2240.00000,2240.00000,Inscricao no Curso de Execucao e Fiscalizacao de Obras de Pavimentacao,0,0,0,0,0,0,1050.00,0,0,0,0,0,0
6497,6933,00000000,SEM GTIN,SEM GTIN,008,1,3.0000,3.0000,un,un,6720.00,2240.00000,2240.00000,Inscricao no curso de Drenagem e Sinalizacao de Vias Urbanas,0,0,0,0,0,0,1050.00,0,0,0,0,0,0
6498,6933,00000000,SEM GTIN,SEM GTIN,002,1,2.0000,2.0000,un,un,4480.00,2240.00000,2240.00000,Inscricao no Curso de Terraplenagem e Camadas Granulares de Pavimentacao,0,0,0,0,0,0,700.00,0,0,0,0,0,0
6499,6949,85043219,7898172116826,7898172116826,2U20098M1-TF,1,1.0000,1.0000,UN,UN,200.95,200.9500000000,200.9500000000,AUTO TRAFO UPSAI 1.5KVA E220VS110V TRAVAPROT,0,1200100,0,0,0,0,0,0,0,0,0,0,0
6500,6949,84439970,191628390823,191628390823,SL-SCF3800-SI,1,1.0000,1.0000,UN,UN,488.12,488.1200000000,488.1200000000,SLSCF3805XAZ GAVETA ADICIONAL 520 FOLHAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
6501,6949,84433233,192018143180,192018143180,SLM4020NAC_SED,1,1.0000,1.0000,UN,UN,804.51,804.5100000000,804.5100000000,SLM4020NDXAB PRINTER LASER PB 40PPM A4,0,2101700,0,0,0,0,0,0,0,0,0,0,0
6502,5405,27101932,0,0,LB011,1,5.4000,5.4000,LT,LT,212.81,39.4092592593,39.4092592593,OLEO 5W30  **GRANEL**                 - Item 1,0,0600500,0,0,0,0,8.11,0,0,0,0,0,0
6503,5405,84213990,0,0,DG9Z/  19N619/A /,1,1.0000,1.0000,PC,PC,108.00,108.0000000000,108.0000000000,FILTRO POLEN                          - Item 5,0,0,0,0,0,0,4.12,0,0,0,0,0,0
6504,5405,87083019,0,0,DG9Z/    2200/N /,1,1.0000,1.0000,PC,PC,690.00,690.0000000000,690.0000000000,JOGO PASTILH                          - Item 8,0,0,0,0,0,0,26.32,0,0,0,0,0,0
6505,5405,84212990,0,0,2M5Z/    9155/CA/,1,1.0000,1.0000,PC,PC,78.01,78.0100000000,78.0100000000,FILTRO COMB.                          - Item 3,0,0,0,0,0,0,2.97,0,0,0,0,0,0
6506,5405,84212300,0,0,EM5G/    6714/AA/,1,1.0000,1.0000,PC,PC,48.00,48.0000000000,48.0000000000,FILTRO OLEO                           - Item 2,0,0103700,0,0,0,0,1.83,0,0,0,0,0,0
6507,5405,84219999,0,0,DS7Z/    9601/A /,1,1.0000,1.0000,PC,PC,169.20,169.2000000000,169.2000000000,ELEMENTO                              - Item 4,0,0,0,0,0,0,6.45,0,0,0,0,0,0
6508,5405,38140090,0,0,BC750,1,1.0000,1.0000,PC,PC,80.96,80.9600000000,80.9600000000,LIMPA FREIO                           - Item 2,0,0,0,0,0,0,3.09,0,0,0,0,0,0
6509,5405,27101932,0,0,GT2000,1,1.0000,1.0000,PC,PC,71.64,71.6400000000,71.6400000000,KIT REVISAO * *LEUS**                 - Item 1,0,0600500,0,0,0,0,2.73,0,0,0,0,0,0
6510,5102,44219000,0,0,57,1,20.0000,20.0000,PC,PC,76.00,3.8000000000,3.8000000000,ABAIXADOR DE LINGUA C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6511,5102,30059090,0,0,1688,1,12.0000,12.0000,UN,UN,16.80,1.4000000000,1.4000000000,ATADURA DE CREPON 06CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6512,5102,30059090,0,0,1688,1,12.0000,12.0000,UN,UN,22.80,1.9000000000,1.9000000000,ATADURA DE CREPON 08CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6513,5102,30059090,0,0,656,1,12.0000,12.0000,RL,RL,44.40,3.7000000000,3.7000000000,ATADURA ELASTICA 08CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,5102,30059090,0,0,569,1,12.0000,12.0000,RL,RL,48.00,4.0000000000,4.0000000000,ATADURA ELASTICA 12CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6515,5102,30059090,0,0,1113,1,6.0000,6.0000,RL,RL,25.20,4.2000000000,4.2000000000,ATADURA ELASTICA 15CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6516,5102,48191000,0,0,400,1,20.0000,20.0000,PC,PC,72.00,3.6000000000,3.6000000000,COLETOR PERFURO CORTANTE 03 LTS,0,0,0,0,0,0,0,0,0,0,0,0,0
6517,5102,30059090,0,0,641,1,100.0000,100.0000,PCT,PCT,1600.00,16.0000000000,16.0000000000,GAZE 7.5X7.5 13 FIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,5102,30059090,0,0,2208,1,100.0000,100.0000,PCT,PCT,160.00,1.6000000000,1.6000000000,GAZE ESTERIL 10 X 10 C/10 UNID,0,0,0,0,0,0,0,0,0,0,0,0,0
6519,5102,30059090,0,0,399,1,4.0000,4.0000,PCT,PCT,224.00,56.0000000000,56.0000000000,GAZE 10X10 C/500,0,0,0,0,0,0,0,0,0,0,0,0,0
6520,5102,33062000,0,0,855,1,10.0000,10.0000,CX,CX,113.60,11.3600000000,11.3600000000,CURATIVO TRANSPARENTE EM FORMATO ANATOMICO,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,5102,30051030,0,0,642,1,2.0000,2.0000,RL,RL,17.00,8.5000000000,8.5000000000,ESPARADRAPO 10X4.5CM,0,0,0,0,0,0,0,0,0,0,0,0,0
6522,5102,30059090,0,0,465,1,40.0000,40.0000,CX,CX,60.00,1.5000000000,1.5000000000,HASTES FLEXIVEIS COM PONTA DE ALGODAO,0,0,0,0,0,0,0,0,0,0,0,0,0
6523,5102,70179000,0,0,452,1,20.0000,20.0000,CX,CX,253.60,12.6800000000,12.6800000000,LAMINA P/ MICROSCOPIO FOSCA,0,0,0,0,0,0,0,0,0,0,0,0,0
6524,5102,70179000,0,0,508,1,10.0000,10.0000,CX,CX,139.00,13.9000000000,13.9000000000,LAMINULA PARA MICROSCOPIA QUADRADA,0,0,0,0,0,0,0,0,0,0,0,0,0
6525,5102,90184999,0,0,1534,1,2.0000,2.0000,UN,UN,280.00,140.0000000000,140.0000000000,MINI TEMPORIZADOR,0,0,0,0,0,0,0,0,0,0,0,0,0
6526,5102,63079010,0,0,55,1,2.0000,2.0000,PCT,PCT,30.00,15.0000000000,15.0000000000,PROPE DESCARTAVEL,0,0,0,0,0,0,0,0,0,0,0,0,0
6527,5102,39232190,0,0,602,1,20.0000,20.0000,PCT,PCT,740.00,37.0000000000,37.0000000000,SACO LEITOSO 30L.C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6528,5102,39232190,0,0,1493,1,20.0000,20.0000,PCT,PCT,1055.40,52.7700000000,52.7700000000,SACO LEITOSO 5OL.C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6529,5102,90183119,0,0,511,1,200.0000,200.0000,UN,UN,64.00,0.3200000000,0.3200000000,SERINGA DESC.03ML C/AG,0,0,0,0,0,0,0,0,0,0,0,0,0
6530,5102,90183119,0,0,1302,1,10.0000,10.0000,UN,UN,3.20,0.3200000000,0.3200000000,SERINGA DESCARTAVEL 1ML,0,0,0,0,0,0,0,0,0,0,0,0,0
6531,5102,65069900,0,0,48,1,50.0000,50.0000,EM,EM,355.00,7.1000000000,7.1000000000,TOUCA DESC.C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6532,5102,90183211,0,0,323,1,4.0000,4.0000,CX,CX,123.60,30.9000000000,30.9000000000,AGULHA DESC.C/100 CURTA INJEX,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,5102,90183211,0,0,324,1,2.0000,2.0000,CX,CX,61.80,30.9000000000,30.9000000000,AGULHA DESC.C/100 LONGA INJEX,0,0,0,0,0,0,0,0,0,0,0,0,0
6534,5102,30059019,0,0,989,1,150.0000,150.0000,PC,PC,232.50,1.5500000000,1.5500000000,ALGODAO ROLETE SOFT PLUS,0,0,0,0,0,0,0,0,0,0,0,0,0
6535,5102,90184999,0,0,216,1,20.0000,20.0000,PC,PC,126.20,6.3100000000,6.3100000000,APLICADOR DESCARTAVEL TIPO BRUSCH,0,0,0,0,0,0,0,0,0,0,0,0,0
6536,5102,48030090,0,0,549,1,70.0000,70.0000,CX,CX,801.50,11.4500000000,11.4500000000,BABADOR DESCARTAVEL,0,0,0,0,0,0,0,0,0,0,0,0,0
6537,5102,90184920,0,0,2372,1,2.0000,2.0000,CX,CX,440.00,220.0000000000,220.0000000000,CONDENSADOR GUTA PERCHA N45 21MM CX C/4 UNID,0,0,0,0,0,0,0,0,0,0,0,0,0
6538,5102,90184920,0,0,2372,1,2.0000,2.0000,CX,CX,440.00,220.0000000000,220.0000000000,CONDENSADOR GUTA PERCHA N55 21MM CX C/4 UNID,0,0,0,0,0,0,0,0,0,0,0,0,0
6539,5102,33062000,0,0,475,1,10.0000,10.0000,CX,CX,44.00,4.4000000000,4.4000000000,CONDUTOR PARA FIO DENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
6540,5102,30064012,0,0,733,1,6.0000,6.0000,PCT,PCT,714.00,119.0000000000,119.0000000000,CUNHA ANATOMICA DE MADEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0
6541,5102,90184999,0,0,104,1,3.0000,3.0000,CX,CX,72.60,24.2000000000,24.2000000000,CUNHA DE MADEIRA CX C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6542,5102,68053090,0,0,661,1,10.0000,10.0000,PCT,PCT,1276.00,127.6000000000,127.6000000000,DISCO DE ACABAMENTO E POLIMENTO DENTAL NR4930G,0,0,0,0,0,0,0,0,0,0,0,0,0
6543,5102,68053090,0,0,661,1,15.0000,15.0000,PCT,PCT,1914.00,127.6000000000,127.6000000000,DISCO DE ACABAMENTO E POLIMENTO DENTAL NR4931G,0,0,0,0,0,0,0,0,0,0,0,0,0
6544,5102,68053090,0,0,661,1,10.0000,10.0000,PCT,PCT,1276.00,127.6000000000,127.6000000000,DISCO DE ACABAMENTO E POLIMENTO DENTAL NR4931M,0,0,0,0,0,0,0,0,0,0,0,0,0
6545,5102,96032100,0,0,469,1,10.0000,10.0000,PCT,PCT,60.70,6.0700000000,6.0700000000,ESCOVA INTERDENTAL EXT.FINA,0,0,0,0,0,0,0,0,0,0,0,0,0
6546,5102,96032100,0,0,470,1,10.0000,10.0000,PCT,PCT,60.70,6.0700000000,6.0700000000,ESCOVA INTERDENTAL MEDIA,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,5102,90019090,0,0,437,1,10.0000,10.0000,UN,UN,25.60,2.5600000000,2.5600000000,ESPELHO PLANO N 04,0,0,0,0,0,0,0,0,0,0,0,0,0
6548,5102,90019090,0,0,416,1,10.0000,10.0000,UN,UN,17.90,1.7900000000,1.7900000000,ESPELHO PLANO N 05,0,0,0,0,0,0,0,0,0,0,0,0,0
6549,5102,96033000,0,0,865,1,24.0000,24.0000,UND,UND,403.20,16.8000000000,16.8000000000,PINCEL PELO DE MARTA,0,0,0,0,0,0,0,0,0,0,0,0,0
6550,5102,25112000,0,0,259,1,150.0000,150.0000,RL,RL,585.00,3.9000000000,3.9000000000,FILME PVC,0,0,0,0,0,0,0,0,0,0,0,0,0
6551,5102,48183000,0,0,388,1,108.0000,108.0000,PCT,PCT,240.84,2.2300000000,2.2300000000,GUARDANAPO DE PAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0
6552,5102,48182000,0,0,1778,1,100.0000,100.0000,CX,CX,1120.00,11.2000000000,11.2000000000,LENCO DE PAPEL C/100,0,0,0,0,0,0,0,0,0,0,0,0,0
6553,5102,40151900,0,0,64,1,70.0000,70.0000,CX,CX,1486.10,21.2300000000,21.2300000000,LUVA DESC.EP C/100 UN,0,0,0,0,0,0,0,0,0,0,0,0,0
6554,5102,40151900,0,0,66,1,80.0000,80.0000,CX,CX,1696.00,21.2000000000,21.2000000000,LUVA DESC.M C/100 UN,0,0,0,0,0,0,0,0,0,0,0,0,0
6555,5102,40151900,0,0,65,1,100.0000,100.0000,CX,CX,2120.00,21.2000000000,21.2000000000,LUVA DESC.P C/100 UN,0,0,0,0,0,0,0,0,0,0,0,0,0
6556,5102,63079010,0,0,235,1,50.0000,50.0000,CX,CX,300.00,6.0000000000,6.0000000000,MASCARA DESC.C/50 ELASTICO,0,0,0,0,0,0,0,0,0,0,0,0,0
6557,5102,48183000,0,0,258,1,96.0000,96.0000,UN,UN,528.00,5.5000000000,5.5000000000,TOALHA DE PAPEL 22 X 20 CM C/2 ROLOS,0,0,0,0,0,0,0,0,0,0,0,0,0
6558,5102,85068010,0,0,30458,1,1.0000,1.0000,PC,PC,25.00,25.0000000000,25.0000000000,"PILHA RECAR. C/2 AA 1,2V 2800MAH PRONTA P/USO FLEX",0,0,0,0,0,0,0,0,0,0,0,0,0
6559,5405,85078000,0,0,28775,1,1.0000,1.0000,PC,PC,38.90,38.9000000000,38.9000000000,"BATERIA 9V (8,4V) 280MAH RECARREGAVEL FLEX",0,0,0,0,0,0,0,0,0,0,0,0,0
6560,6108,38210000,0,0,050,1,70.0000,70.0000,CX,CX,909.30,12.99000000,12.99000000,INDICADOR BIOLOGICO 24H - SP20,0,0,0,0,0,0,0,0,0,0,0,0,0
6561,6108,38220090,0,0,106,1,52.0000,52.0000,CX,CX,897.00,17.25000000,17.25000000,INTEGRADOR QUIMICO VAPOR IT27-7SAD C/25,0,0,0,0,0,0,0,0,0,0,0,0,0
6562,6949,84439933,191628452200,191628452200,CLT-C603L-SI,1,1.0000,1.0000,UN,UN,170.70,170.7000000000,170.7000000000,CLTC603LXAZ CARTUCHO DE TONER CIANO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
6563,6949,84439933,191628464067,191628464067,CLT-K603L-SI,1,1.0000,1.0000,UN,UN,175.46,175.4600000000,175.4600000000,CLTK603LXAZ CARTUCHO DE TONER PRETO 15K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
6564,6949,84439933,191628464111,191628464111,CLT-M603L-SI,1,1.0000,1.0000,UN,UN,158.19,158.1900000000,158.1900000000,CLTM603LXAZ CARTUCHO DE TONER MAGENTA 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
6565,6949,84439933,191628464166,191628464166,CLT-Y603L-SI,1,1.0000,1.0000,UN,UN,167.73,167.7300000000,167.7300000000,CLTY603LXAZ CARTUCHO DE TONER AMARELO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
6566,5102,94017100,0,0,SB1210517.082,1,5.0000,5.0000,UN,UN,10000.00,2000.0000000000,2000.0000000000,"LOTE 01 - ITEM 02 - SOFÃ DE 2 LUGARES CE, COR PRETA , LINHA BOX MODELO 12105 2L, MARCA CAVALETTI",0,0,0,0,0,0,0,0,0,0,0,0,0
6567,5102,94017100,0,0,PF2010621.082,1,12.0000,12.0000,UN,UN,16980.00,1415.0000000000,1415.0000000000,"LOTE 02 - ITEM 01 - CADEIRA DIRETOR APROXIMAÃÃO S/BRAÃO CR, CE PRETO, LINHA PRIME MODELO 20106 S, MARCA CAVALETTI",0,0,0,0,0,0,0,0,0,0,0,0,0
6568,1949,84433115,0,0,28E06151LOC,1,1.0000,1.0000,UND,UND,1000.00,1000.0000000000,1000.0000000000,MULTIFUNCIONAL LASER COLOR LEXMARK CX510DHE /1LOC,0,2101600,0,S,0,0,0,0,0,0,0,0,0
6569,1949,84433115,0,0,28E06151LOC,1,1.0000,1.0000,UND,UND,1000.00,1000.0000000000,1000.0000000000,MULTIFUNCIONAL LASER COLOR LEXMARK CX510DHE /1LOC,0,2101600,0,S,0,0,0,0,0,0,0,0,0
6570,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6571,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6572,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6573,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6574,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6575,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6576,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6577,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6578,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6579,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6580,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6581,1949,84433236,0,0,41H0050,1,1.0000,1.0000,vol,vol,2500.00,2500.0000000000,2500.0000000000,IMPRESSORA LASER COLORIDA C748DE LEXMARK,0,2101700,0,S,0,0,0,0,0,0,0,0,0
6582,1949,84439970,0,0,38C06361LOC,1,1.0000,1.0000,UND,UND,200.00,200.0000000000,200.0000000000,BANDEJA DE 500 FOLHAS PARA IMP LEXMARK CS/CX/310/410/510/1LOC,0,2101800,0,S,0,0,0,0,0,0,0,0,0
6583,1949,84439970,0,0,38C06361LOC,1,1.0000,1.0000,UND,UND,200.00,200.0000000000,200.0000000000,BANDEJA DE 500 FOLHAS PARA IMP LEXMARK CS/CX/310/410/510/1LOC,0,2101800,0,S,0,0,0,0,0,0,0,0,0
6584,5910,85235200,7898602911182,0,YGSC234D2000,1,1.0000,1.0000,UN,UN,3.62,3.6200000000,3.6200000000,SIM CARD 4G 2/3/4FF AVULSO P39 OLHAL RS,0,0,0,0,0,1-169403946545-,0,0,0,0,0,0,0
6585,5908,85171231,888462561259,0,DGAP039C2000,1,1.0000,1.0000,UN,UN,3098.04,3098.0400000000,3098.0400000000,APPLE IPHONE 6S 16GB CINZA PPB/PI643/10,0,0,0,0,0,1-169403946545-,0,0,0,0,0,0,0
6586,5405,69041000,0,0,413518,1,12.0000,12.0000,M2,M2,514.80,42.9000000000,42.9000000000,BLOCO INTERTRAVANTE PAVS CONCRETO 6CM M2 100,0,1002700,0,0,0,0,0,0,0,0,0,0,0
6587,5405,25059000,0,0,235786,1,0.5000,0.5000,M3,M3,49.50,99.0000000000,99.0000000000,AREIA GROSSA M3 200,0,0,0,0,0,0,0,0,0,0,0,0,0
6588,5405,85366990,7897504601320,7897504601320,3585,1,5.0000,5.0000,UN,UN,77.35,15.47,15.47,TOMADA MULTIPLA 4X 2P+T 20A PT - ELETROSALVADOR - Cod: TPA-4PT,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,5405,39191000,7891040004416,7891040004416,1376,1,6.0000,6.0000,UN,UN,106.32,17.72,17.72,FITA ISOLANTE 20M PT - 3M - Ref: H0002243782 - Cod: 33+,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,5405,85366100,7898422116231,7898422116231,10859,1,10.0000,10.0000,UN,UN,28.50,2.85,2.85,SOQUETE T8 FLUOR P/LUM.ABALUX - LUMICENTER IMPORT. - Cod: MPSOQT0062,0,0,0,0,0,0,0,0,0,0,0,0,0
6591,5102,25051000,7899766794932,7899766794932,392906,1,4.0000,4.0000,SC,SC,19.60,4.90000000,4.90000000,AREIA MEDIA 20KG,0,0,0,0,0,0,0,0,0,0,0,0,0
6592,5102,25051000,7899766794949,7899766794949,392908,1,4.0000,4.0000,SC,SC,19.60,4.90000000,4.90000000,AREIA REGULAR  20KG,0,0,0,0,0,0,0,0,0,0,0,0,0
6593,5405,25232910,7898265332065,7898265332065,051078,1,1.0000,1.0000,SC,SC,26.90,26.90000000,26.90000000,CIMENTO VOTORAN 50 KG TODAS AS OBRAS CP-IV 32,0,0500100,0,0,0,0,0,0,0,0,0,0,0
6594,5405,27101932,SEM GTIN,SEM GTIN,00000091,1,8.8000,8.8000,LT,LT,316.80,36.0000000000,36.0000000000,LUB MOTORCRAFT 5 W 30 SINTETICO,0,0600700,0,0,0,0,0,0,0,0,0,0,0
6595,5405,84212300,SEM GTIN,SEM GTIN,00000109,1,1.0000,1.0000,PC,PC,36.00,36.0000000000,36.0000000000,CH9973ECO -FRAM- FILTRO DE OLEO,0,0103700,0,0,0,0,0,0,0,0,0,0,0
6596,5102,40151100,0,0,6144,1,10.0000,10.0000,UN,UN,40.00,4.0000000000,4.0000000000,LUVA CIRURGICA ESTERIL 7.0,0,1301000,0,0,0,0,0,0,0,0,0,0,0
6597,5102,40151100,0,0,1378,1,10.0000,10.0000,UN,UN,40.00,4.0000000000,4.0000000000,LUVA CIRURGICA ESTERIL 7.5,0,1301000,0,0,0,0,0,0,0,0,0,0,0
6598,5102,63079010,0,0,6768,1,50.0000,50.0000,UN,UN,500.00,10.0000000000,10.0000000000,MASCARA DESCARTAVEL COM TRIPLA CAMADA CX C/50 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,5102,30061090,0,0,5708,1,2.0000,2.0000,UN,UN,108.00,54.0000000000,54.0000000000,FIO DE SUTURA NYLON 5-0 AGULHADO CX C/24 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6600,5102,30061090,0,0,5664,1,2.0000,2.0000,UN,UN,108.00,54.0000000000,54.0000000000,FIO DE SUTURA NYLON 6-0 AGULHADO CX C/24 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6601,5102,30061090,0,0,7394,1,2.0000,2.0000,UN,UN,108.00,54.0000000000,54.0000000000,FIO DE SUTURA SEDA 3-0 AGULHADO CX C/24 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6602,5102,30064012,0,0,10418,1,4.0000,4.0000,CX,CX,80.00,20.0000000000,20.0000000000,CONE DE GUTTA PERCHA PONTAS B7,0,1300102,0,0,0,0,0,0,0,0,0,0,0
6603,5102,30064012,0,0,10418,1,4.0000,4.0000,CX,CX,80.00,20.0000000000,20.0000000000,CONE DE GUTTA PERCHA PONTAS B8,0,1300102,0,0,0,0,0,0,0,0,0,0,0
6604,5102,30064012,0,0,10418,1,4.0000,4.0000,CX,CX,116.00,29.0000000000,29.0000000000,CONE DE GUTTA PERCHA PONTAS 15-40,0,1300102,0,0,0,0,0,0,0,0,0,0,0
6605,5102,90189029,0,0,6272,1,1.0000,1.0000,UN,UN,59.00,59.0000000000,59.0000000000,LAMINA DE BISTURI N.12 C/100 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6606,5102,40082100,0,0,2496,1,10.0000,10.0000,UN,UN,200.00,20.0000000000,20.0000000000,LENCOL DE BORRACHA C/26 UNIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,5102,72201210,0,0,815,1,10.0000,10.0000,UN,UN,40.00,4.0000000000,4.0000000000,"MATRIZ DE ACO INOXIDAVEL DE 7MM X 0,05MM",0,0,0,0,0,0,0,0,0,0,0,0,0
6608,5102,72201210,0,0,814,1,10.0000,10.0000,UN,UN,40.00,4.0000000000,4.0000000000,"MATRIZ DE ACO INOXIDAVEL DE 5MM X 0,05MM",0,0,0,0,0,0,0,0,0,0,0,0,0
6609,5102,30064012,0,0,441,1,2.0000,2.0000,UN,UN,50.00,25.0000000000,25.0000000000,PONTA DE PAPEL ABSORVENTE 15-40,0,1300102,0,0,0,0,0,0,0,0,0,0,0
